Date;Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Total Deaths per 100rb;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths
09/06/2021;ID-PA;Papua;38;0;15;23;32741;522;19776;12443;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;8.76;7543.40;0.00;120.27;12.03;1.59%;60.40%;0.62;0.00
09/06/2021;ID-PB;Papua Barat;21;0;36;-15;22574;346;22036;192;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;18.41;19789.59;0.00;303.32;30.33;1.53%;97.62%;0.36;1.00
09/06/2021;ID-RI;Riau;148;28;475;-355;125051;3854;117738;3459;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.37;20587.58;4.61;634.50;63.45;3.08%;94.15%;0.81;1.33
09/06/2021;ID-SR;Sulawesi Barat;15;5;53;-43;11753;317;10596;840;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;9.62;7534.05;3.21;203.21;20.32;2.70%;90.16%;0.60;1.25
09/06/2021;ID-SN;Sulawesi Selatan;109;12;397;-300;105938;2100;100199;3639;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;11.56;11237.86;1.27;222.77;22.28;1.98%;94.58%;0.77;0.55
09/06/2021;ID-ST;Sulawesi Tengah;183;9;399;-225;43890;1437;38335;4118;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;61.92;14849.94;3.05;486.20;48.62;3.27%;87.34%;1.26;1.00
09/06/2021;ID-SG;Sulawesi Tenggara;5;5;190;-190;19774;504;18465;805;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;1.90;7503.05;1.90;191.24;19.12;2.55%;93.38%;1.67;2.50
09/06/2021;ID-SA;Sulawesi Utara;52;4;86;-38;32934;980;29922;2032;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;19.68;12466.10;1.51;370.95;37.09;2.98%;90.85%;0.73;1.00
09/06/2021;ID-SB;Sumatera Barat;42;10;194;-162;87536;2030;81252;4254;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;7.61;15860.14;1.81;367.80;36.78;2.32%;92.82%;0.35;10.00
09/06/2021;ID-SS;Sumatera Selatan;56;7;165;-116;58458;2949;53824;1685;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;6.81;7113.80;0.85;358.87;35.89;5.04%;92.07%;0.62;1.00
09/06/2021;ID-SU;Sumatera Utara;191;35;1374;-1218;99409;2490;79038;17881;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;12.84;6683.01;2.35;167.40;16.74;2.50%;79.51%;0.49;5.83
10/06/2021;ID-AC;Aceh;35;10;141;-116;37950;1982;34712;1256;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;6.67;7232.35;1.91;377.72;37.77;5.22%;91.47%;0.74;1.43
10/06/2021;ID-BA;Bali;60;3;92;-35;113027;3974;108175;878;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;14.23;26807.97;0.71;942.56;94.26;3.52%;95.71%;0.76;0.75
10/06/2021;ID-BT;Banten;33;1;37;-5;131727;2677;128351;699;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;3.08;12285.25;0.09;249.66;24.97;2.03%;97.44%;0.85;
10/06/2021;ID-BE;Bengkulu;5;0;1;4;23047;469;22483;95;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;2.50;11526.16;0.00;234.55;23.46;2.03%;97.55%;1.67;1.00
10/06/2021;ID-JK;DKI Jakarta;203;4;164;35;858622;13560;843406;1656;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;18.72;79163.80;0.37;1250.21;125.02;1.58%;98.23%;2.82;1.33
10/06/2021;ID-YO;Daerah Istimewa Yogyakarta;45;4;108;-67;155142;5212;148816;1114;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;12.39;42726.90;1.10;1435.41;143.54;3.36%;95.92%;0.90;2.00
10/06/2021;ID-GO;Gorontalo;2;1;36;-35;11741;459;11246;36;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;1.69;9944.51;0.85;388.77;38.88;3.91%;95.78%;2.00;
10/06/2021;ID-JA;Jambi;14;8;11;-5;29645;779;28510;356;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;4.01;8486.11;2.29;222.99;22.30;2.63%;96.17%;1.40;8.00
10/06/2021;ID-JB;Jawa Barat;103;4;161;-62;703422;14643;686745;2034;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;2.28;15575.76;0.09;324.24;32.42;2.08%;97.63%;0.95;1.33
10/06/2021;ID-JT;Jawa Tengah;166;9;151;6;482610;30046;449840;2724;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;4.56;13271.62;0.25;826.26;82.63;6.23%;93.21%;1.82;0.64
10/06/2021;ID-JI;Jawa Timur;158;8;196;-46;396173;29473;365660;1040;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;3.90;9787.12;0.20;728.11;72.81;7.44%;92.30%;1.14;1.33
10/06/2021;ID-KB;Kalimantan Barat;36;0;41;-5;40239;1047;39018;174;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;6.64;7420.32;0.00;193.07;19.31;2.60%;96.97%;0.68;0.00
10/06/2021;ID-KS;Kalimantan Selatan;18;0;30;-12;69543;2368;66838;337;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;4.47;17286.14;0.00;588.61;58.86;3.41%;96.11%;0.51;0.00
10/06/2021;ID-KT;Kalimantan Tengah;20;0;45;-25;45275;1407;42601;1267;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;7.78;17614.75;0.00;547.41;54.74;3.11%;94.09%;1.43;0.00
10/06/2021;ID-KI;Kalimantan Timur;54;0;123;-69;157156;5388;150995;773;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;15.20;44241.99;0.00;1516.81;151.68;3.43%;96.08%;0.74;0.00
10/06/2021;ID-KU;Kalimantan Utara;13;7;733;-727;35207;781;32012;2414;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;20.05;54297.69;10.80;1204.49;120.45;2.22%;90.93%;0.24;
10/06/2021;ID-BB;Kepulauan Bangka Belitung;64;3;60;1;51475;1409;49453;613;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;46.38;37307.02;2.17;1021.19;102.12;2.74%;96.07%;1.23;1.50
10/06/2021;ID-KR;Kepulauan Riau;14;0;44;-30;53703;1739;51643;321;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;7.26;27834.04;0.00;901.32;90.13;3.24%;96.16%;1.17;1.00
10/06/2021;ID-LA;Lampung;24;3;75;-54;49236;3796;44255;1185;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;2.64;5413.17;0.33;417.35;41.73;7.71%;89.88%;0.62;
10/06/2021;ID-MA;Maluku;3;0;7;-4;14539;259;14142;138;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;1.62;7871.27;0.00;140.22;14.02;1.78%;97.27%;3.00;1.00
10/06/2021;ID-MU;Maluku Utara;4;0;15;-11;12000;302;11610;88;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;3.06;9175.69;0.00;230.92;23.09;2.52%;96.75%;2.00;1.00
10/06/2021;ID-NB;Nusa Tenggara Barat;12;2;15;-5;27510;805;26464;241;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;2.28;5219.87;0.38;152.74;15.27;2.93%;96.20%;1.20;2.00
10/06/2021;ID-NT;Nusa Tenggara Timur;43;0;48;-5;62983;1306;61124;553;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;7.95;11639.12;0.00;241.35;24.13;2.07%;97.05%;0.73;0.00
10/06/2021;ID-PA;Papua;12;0;9;3;33876;553;31517;1806;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;2.76;7804.90;0.00;127.41;12.74;1.63%;93.04%;0.48;1.00
10/06/2021;ID-PB;Papua Barat;34;0;7;27;22982;352;22511;119;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;29.81;20147.26;0.00;308.58;30.86;1.53%;97.95%;1.62;1.00
10/06/2021;ID-RI;Riau;50;0;80;-30;127966;4072;123125;769;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;8.23;21067.48;0.00;670.39;67.04;3.18%;96.22%;1.32;0.00
10/06/2021;ID-SR;Sulawesi Barat;6;0;18;-12;12206;339;11681;186;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;3.85;7824.44;0.00;217.31;21.73;2.78%;95.70%;0.46;0.00
10/06/2021;ID-SN;Sulawesi Selatan;57;2;132;-77;108870;2216;105095;1559;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;6.05;11548.88;0.21;235.07;23.51;2.04%;96.53%;1.21;
10/06/2021;ID-ST;Sulawesi Tengah;47;1;44;2;46578;1569;44410;599;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;15.90;15759.41;0.34;530.86;53.09;3.37%;95.35%;0.84;1.00
10/06/2021;ID-SG;Sulawesi Tenggara;3;0;26;-23;20051;523;19315;213;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;1.14;7608.16;0.00;198.45;19.84;2.61%;96.33%;1.00;1.00
10/06/2021;ID-SA;Sulawesi Utara;36;1;27;8;34297;1032;32508;757;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;13.63;12982.02;0.38;390.63;39.06;3.01%;94.78%;1.57;
10/06/2021;ID-SB;Sumatera Barat;36;1;39;-4;89470;2129;86685;656;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;6.52;16210.55;0.18;385.74;38.57;2.38%;96.89%;1.00;1.00
10/06/2021;ID-SS;Sumatera Selatan;11;1;38;-28;59680;3053;56337;290;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;1.34;7262.50;0.12;371.52;37.15;5.12%;94.40%;0.50;1.00
10/06/2021;ID-SU;Sumatera Utara;62;4;99;-41;105086;2852;101026;1208;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;4.17;7064.66;0.27;191.73;19.17;2.71%;96.14%;0.78;
11/06/2021;ID-AC;Aceh;8;1;10;-3;38355;2061;36214;80;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;1.52;7309.53;0.19;392.78;39.28;5.37%;94.42%;1.33;1.00
11/06/2021;ID-BA;Bali;14;1;27;-14;113975;4033;109689;253;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;3.32;27032.82;0.24;956.56;95.66;3.54%;96.24%;1.56;1.00
11/06/2021;ID-BT;Banten;20;0;18;2;132457;2686;129560;211;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;1.87;12353.33;0.00;250.50;25.05;2.03%;97.81%;1.11;1.00
11/06/2021;ID-BE;Bengkulu;0;0;0;0;23098;473;22588;37;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;0.00;11551.66;0.00;236.55;23.66;2.05%;97.79%;1.00;1.00
11/06/2021;ID-JK;DKI Jakarta;68;1;256;-189;862131;13585;847635;911;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;6.27;79487.32;0.09;1252.52;125.25;1.58%;98.32%;0.57;1.00
11/06/2021;ID-YO;Daerah Istimewa Yogyakarta;26;1;25;0;156093;5252;150362;479;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;7.16;42988.81;0.28;1446.43;144.64;3.36%;96.33%;0.67;
11/06/2021;ID-GO;Gorontalo;1;0;1;0;11827;460;11311;56;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;0.85;10017.35;0.00;389.62;38.96;3.89%;95.64%;;1.00
11/06/2021;ID-JA;Jambi;3;0;1;2;29747;781;28931;35;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;0.86;8515.30;0.00;223.57;22.36;2.63%;97.26%;;1.00
11/06/2021;ID-JB;Jawa Barat;54;0;16;38;706432;14708;690203;1521;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;1.20;15642.41;0.00;325.68;32.57;2.08%;97.70%;0.59;0.00
11/06/2021;ID-JT;Jawa Tengah;51;3;40;8;485479;30252;453849;1378;Province;Jawa Tengah;Indonesia;Asia;Jawa;UTC+07:00;;29;6;576;753;7809;32801;36364072;1108.64;1.102.011.149;-7.259.097.177;1.40;13350.51;0.08;831.92;83.19;6.23%;93.48%;0.89;0.60
11/06/2021;ID-JI;Jawa Timur;47;3;51;-7;398572;29651;368683;238;Province;Jawa Timur;Indonesia;Asia;Jawa;UTC+07:00;;29;9;666;777;7724;47803;40479023;846.78;1.127.329.414;-7.723.345.579;1.16;9846.38;0.07;732.50;73.25;7.44%;92.50%;1.02;1.00
11/06/2021;ID-KB;Kalimantan Barat;10;0;16;-6;41190;1056;40086;48;Province;Kalimantan Barat;Indonesia;Asia;Kalimantan;UTC+07:00;;12;2;174;99;2031;147307;5422814;36.81;1.111.211.776;-0.086474572;1.84;7595.69;0.00;194.73;19.47;2.56%;97.32%;1.11;1.00
11/06/2021;ID-KS;Kalimantan Selatan;4;1;6;-3;69857;2389;67414;54;Province;Kalimantan Selatan;Indonesia;Asia;Kalimantan;UTC+08:00;;11;2;153;144;1864;38744;4023049;103.84;1.154.385.783;-2.993.594.979;0.99;17364.19;0.25;593.83;59.38;3.42%;96.50%;0.50;
11/06/2021;ID-KT;Kalimantan Tengah;1;0;4;-3;45554;1426;44069;59;Province;Kalimantan Tengah;Indonesia;Asia;Kalimantan;UTC+07:00;;13;1;136;139;1432;153565;2570289;16.74;1.134.176.536;-1.602.484.653;0.39;17723.30;0.00;554.80;55.48;3.13%;96.74%;1.00;1.00
11/06/2021;ID-KI;Kalimantan Timur;14;0;16;-2;158036;5448;152437;151;Province;Kalimantan Timur;Indonesia;Asia;Kalimantan;UTC+08:00;;7;3;103;197;841;129067;3552191;27.52;1.164.684.405;0.45385803;3.94;44489.72;0.00;1533.70;153.37;3.45%;96.46%;1.56;1.00
11/06/2021;ID-KU;Kalimantan Utara;2;0;0;2;35825;804;34268;753;Province;Kalimantan Utara;Indonesia;Asia;Kalimantan;UTC+08:00;;4;1;53;35;447;75468;648407;8.59;1.162.188.791;2.891.012.621;3.08;55250.79;0.00;1239.96;124.00;2.24%;95.65%;0.29;0.00
11/06/2021;ID-BB;Kepulauan Bangka Belitung;8;0;16;-8;52076;1448;50502;126;Province;Kepulauan Bangka Belitung;Indonesia;Asia;Sumatera;UTC+07:00;;6;1;47;82;309;16424;1379767;84.01;1.065.499.324;-2.447.444.127;5.80;37742.60;0.00;1049.45;104.95;2.78%;96.98%;0.57;1.00
11/06/2021;ID-KR;Kepulauan Riau;0;0;2;-2;53857;1745;52078;34;Province;Kepulauan Riau;Indonesia;Asia;Sumatera;UTC+07:00;;5;2;75;142;275;8202;1929400;235.24;108.261.746;3.916.346;0.00;27913.86;0.00;904.43;90.44;3.24%;96.70%;0.00;1.00
11/06/2021;ID-LA;Lampung;1;0;2;-1;49589;3836;45037;716;Province;Lampung;Indonesia;Asia;Sumatera;UTC+07:00;;13;2;228;205;2435;34624;9095591;262.70;1.050.214.366;-4.916.792.975;0.11;5451.98;0.00;421.74;42.17;7.74%;90.82%;0.33;1.00
11/06/2021;ID-MA;Maluku;0;0;2;-2;14571;262;14288;21;Province;Maluku;Indonesia;Asia;Maluku;UTC+09:00;;9;2;118;35;1198;46914;1847097;39.37;129.576.792;-3.192.572;0.00;7888.59;0.00;141.84;14.18;1.80%;98.06%;1.00;1.00
11/06/2021;ID-MU;Maluku Utara;2;0;0;2;12088;303;11723;62;Province;Maluku Utara;Indonesia;Asia;Maluku;UTC+09:00;;8;2;116;118;1063;31983;1307803;40.89;1.275.391.072;0.212036949;1.53;9242.98;0.00;231.69;23.17;2.51%;96.98%;2.00;1.00
11/06/2021;ID-NB;Nusa Tenggara Barat;2;0;2;0;27728;812;26812;104;Province;Nusa Tenggara Barat;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;2;117;145;995;18572;5270247;283.77;1.175.086.257;-8.606.998.866;0.38;5261.23;0.00;154.07;15.41;2.93%;96.70%;1.00;1.00
11/06/2021;ID-NT;Nusa Tenggara Timur;14;0;20;-6;63721;1331;62211;179;Province;Nusa Tenggara Timur;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;21;1;309;327;3026;48718;5411321;111.07;121.592.271;-8.682.205;2.59;11775.50;0.00;245.97;24.60;2.09%;97.63%;0.88;1.00
11/06/2021;ID-PA;Papua;8;0;0;8;34232;556;32042;1634;Province;Papua;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;28;1;560;110;5411;319036;4340348;13.60;13.869.603;-466.620.953;1.84;7886.93;0.00;128.10;12.81;1.62%;93.60%;1.60;1.00
11/06/2021;ID-PB;Papua Barat;7;0;2;5;23177;355;22730;92;Province;Papua Barat;Indonesia;Asia;Papua;UTC+09:00;Daerah Khusus;12;1;218;95;1742;102955;1140701;11.08;1.329.762.624;-2.045.160.182;6.14;20318.21;0.00;311.21;31.12;1.53%;98.07%;0.64;1.00
11/06/2021;ID-RI;Riau;5;1;5;-1;128504;4107;123988;409;Province;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0.82;21156.06;0.16;676.15;67.61;3.20%;96.49%;0.71;0.50
11/06/2021;ID-SR;Sulawesi Barat;0;0;1;-1;12337;345;11964;28;Province;Sulawesi Barat;Indonesia;Asia;Sulawesi;UTC+08:00;;6;;69;73;575;16787;1559984;92.93;1.193.450.194;-2.461.746.053;0.00;7908.41;0.00;221.16;22.12;2.80%;96.98%;0.00;1.00
11/06/2021;ID-SN;Sulawesi Selatan;7;1;20;-14;109758;2235;107338;185;Province;Sulawesi Selatan;Indonesia;Asia;Sulawesi;UTC+08:00;;21;3;311;792;2255;46717;9426885;201.78;1.201.620.559;-3.731.080.714;0.74;11643.08;0.11;237.09;23.71;2.04%;97.80%;0.70;1.00
11/06/2021;ID-ST;Sulawesi Tengah;2;0;6;-4;47058;1595;45350;113;Province;Sulawesi Tengah;Indonesia;Asia;Sulawesi;UTC+08:00;;12;1;175;175;1842;61841;2955567;47.79;1.212.010.927;-100.413.668;0.68;15921.82;0.00;539.66;53.97;3.39%;96.37%;0.18;1.00
11/06/2021;ID-SG;Sulawesi Tenggara;0;0;6;-6;20136;527;19566;43;Province;Sulawesi Tenggara;Indonesia;Asia;Sulawesi;UTC+08:00;;15;2;219;377;1911;38068;2635461;69.23;122.070.311;-4.124.688.793;0.00;7640.41;0.00;199.97;20.00;2.62%;97.17%;1.00;1.00
11/06/2021;ID-SA;Sulawesi Utara;7;0;0;7;34642;1042;33331;269;Province;Sulawesi Utara;Indonesia;Asia;Sulawesi;UTC+08:00;;11;4;171;332;1507;13892;2641884;190.17;1.245.212.396;1.259.638.212;2.65;13112.61;0.00;394.42;39.44;3.01%;96.22%;2.33;0.00
11/06/2021;ID-SB;Sumatera Barat;7;1;14;-8;89793;2148;87478;167;Province;Sumatera Barat;Indonesia;Asia;Sumatera;UTC+07:00;;12;7;179;230;928;42013;5519245;131.37;1.004.650.624;-0.850253225;1.27;16269.07;0.18;389.18;38.92;2.39%;97.42%;7.00;
11/06/2021;ID-SS;Sumatera Selatan;2;0;5;-3;59880;3069;56757;54;Province;Sumatera Selatan;Indonesia;Asia;Sumatera;UTC+07:00;;13;4;241;387;2853;91592;8217551;89.72;1.041.694.647;-3.216.211.808;0.24;7286.84;0.00;373.47;37.35;5.13%;94.78%;2.00;1.00
11/06/2021;ID-SU;Sumatera Utara;7;0;32;-25;105894;2888;102781;225;Province;Sumatera Utara;Indonesia;Asia;Sumatera;UTC+07:00;;25;8;450;693;5417;72981;14874889;203.82;9.905.196.442;2.191.894.453;0.47;7118.98;0.00;194.15;19.42;2.73%;97.06%;1.00;0.00
12/06/2021;ID-AC;Aceh;0;0;1;-1;38419;2066;36345;8;Province;Aceh;Indonesia;Asia;Sumatera;UTC+07:00;Daerah Khusus;18;5;289;;6497;57956;5247257;90.54;9.691.052.174;4.225.614.628;0.00;7321.73;0.00;393.73;39.37;5.38%;94.60%;0.00;1.00
12/06/2021;ID-BA;Bali;5;0;9;-4;114265;4050;110059;156;Province;Bali;Indonesia;Asia;Nusa Tenggara;UTC+08:00;;8;1;57;80;636;5780;4216171;729.43;1.151.317.136;-8.369.471.688;1.19;27101.60;0.00;960.59;96.06;3.54%;96.32%;1.00;1.00
12/06/2021;ID-BT;Banten;2;0;1;1;132714;2689;129954;71;Province;Banten;Indonesia;Asia;Jawa;UTC+07:00;;4;4;155;313;1238;9663;10722374;1109.64;1.061.090.043;-6.456.736.388;0.19;12377.30;0.00;250.78;25.08;2.03%;97.92%;0.29;1.00
12/06/2021;ID-BE;Bengkulu;1;0;0;1;23104;473;22620;11;Province;Bengkulu;Indonesia;Asia;Sumatera;UTC+07:00;;9;1;129;172;1341;19919;1999539;100.38;1.023.384.213;-3.533.583.627;0.50;11554.66;0.00;236.55;23.66;2.05%;97.91%;;1.00
12/06/2021;ID-JK;DKI Jakarta;14;2;53;-41;864192;13598;850285;309;Province;DKI Jakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Khusus Ibu Kota;1;5;44;267;;664;10846145;16334.31;1.068.361.183;-6.204.698.991;1.29;79677.34;0.18;1253.72;125.37;1.57%;98.39%;0.33;2.00
12/06/2021;ID-YO;Daerah Istimewa Yogyakarta;9;0;23;-14;156845;5264;151103;478;Province;Daerah Istimewa Yogyakarta;Indonesia;Asia;Jawa;UTC+07:00;Daerah Istimewa;4;1;78;46;392;3133;3631015;1158.90;1.104.448.783;-789.450.185;2.48;43195.91;0.00;1449.73;144.97;3.36%;96.34%;0.32;1.00
12/06/2021;ID-GO;Gorontalo;0;0;0;0;11834;460;11374;0;Province;Gorontalo;Indonesia;Asia;Sulawesi;UTC+08:00;;5;1;77;72;657;11257;1180651;104.88;1.223.760.581;0.687002604;0.00;10023.28;0.00;389.62;38.96;3.89%;96.11%;0.00;1.00
12/06/2021;ID-JA;Jambi;1;0;0;1;29771;781;28976;14;Province;Jambi;Indonesia;Asia;Sumatera;UTC+07:00;;9;2;141;163;1399;50058;3493357;69.79;1.027.236.404;-169.769.766;0.29;8522.18;0.00;223.57;22.36;2.62%;97.33%;;1.00
12/06/2021;ID-JB;Jawa Barat;25;1;83;-59;708068;14738;692521;809;Province;Jawa Barat;Indonesia;Asia;Jawa;UTC+07:00;;18;9;627;645;5312;35378;45161325;1276.55;1.076.037.083;-6.920.432.083;0.55;15678.64;0.02;326.34;32.63;2.08%;97.80%;0.93;
